0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
UNB345_3|speedup/data/src_dst/iat_size-header_False/UNB345_3/Xy-normal-abnormal.dat, OCSVM(rbf), X_train_shape: (5000-47)|(X_val_shape: (150-47)), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 2.24995+/-0.03775,test_time: 0.07036+/-0.00171), => aucs:0.5980833333333333-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:2.23680629581213-2.282794887199998-2.197039484977722-2.3020672257989645-2.2310291286557913, test_times:0.07186936605721712-0.06948655946180224-0.0709089282900095-0.07206465667113662-0.06747234473004937, n_comp: -, -, space_sizes: 121728-121488-121872-121776-122064,tot_clusters:0,0,n_clusters: 0,0, with params: {'model_name': 'OCSVM(rbf)', 'train_size': 5000, 'detector_name': 'OCSVM', 'GMM_covariance_type': None, 'GMM_is_init_all': False, 'is_gs': True, 'before_proj': False, 'after_proj': True, 'is_std': False, 'is_std_mean': False, 'is_kjl': False, 'kjl_d': 5, 'is_nystrom': False, 'is_quickshift': False, 'is_meanshift': False, 'random_state': 42, 'n_repeats': 5, 'verbose': 10, 'overwrite': False, 'n_jobs': 0, 'OCSVM_kernel': 'rbf', 'out_dir': 'speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4', 'OCSVM_q': 0.1, 'OCSVM_nu': 0.5}: ,,,,,,,,
CTU1|speedup/data/src_dst/iat_size-header_False/CTU1/Xy-normal-abnormal.dat, OCSVM(rbf), X_train_shape: (5000-23)|(X_val_shape: (150-23)), X_test_shape: (600-23), iat_size(auc: 0.6485+/-0.0145,train_time: 1.91102+/-0.05260,test_time: 0.07983+/-0.00364), => aucs:0.6376111111111111-0.6670333333333331-0.6380111111111113-0.665388888888889-0.6346000000000002, train_times:1.9285478740930557-1.9744882360100746-1.8945743013173342-1.818987200036645-1.938516242429614, test_times:0.07940483409911395-0.0866861840710044-0.07834241781383752-0.07890487117692828-0.07580910651013255, n_comp: -, -, space_sizes: 60096-60144-60048-60072-60048,tot_clusters:0,0,n_clusters: 0,0, with params: {'model_name': 'OCSVM(rbf)', 'train_size': 5000, 'detector_name': 'OCSVM', 'GMM_covariance_type': None, 'GMM_is_init_all': False, 'is_gs': True, 'before_proj': False, 'after_proj': True, 'is_std': False, 'is_std_mean': False, 'is_kjl': False, 'kjl_d': 5, 'is_nystrom': False, 'is_quickshift': False, 'is_meanshift': False, 'random_state': 42, 'n_repeats': 5, 'verbose': 10, 'overwrite': False, 'n_jobs': 0, 'OCSVM_kernel': 'rbf', 'out_dir': 'speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4', 'OCSVM_q': 0.95, 'OCSVM_nu': 0.5}: ,,,,,,,,
MAWI1_2020|speedup/data/src_dst/iat_size-header_False/MAWI1_2020/Xy-normal-abnormal.dat, OCSVM(rbf), X_train_shape: (5000-121)|(X_val_shape: (150-121)), X_test_shape: (600-121), iat_size(auc: 0.9909+/-0.0029,train_time: 3.39864+/-0.08664,test_time: 0.07699+/-0.00413), => aucs:0.9921444444444445-0.9938555555555555-0.9887111111111112-0.9864444444444445-0.9934666666666667, train_times:3.432309612631798-3.440235184505582-3.4703622180968523-3.2284042425453663-3.4219049606472254, test_times:0.07809475865215063-0.07933768723160028-0.08219123808667064-0.06999515378847718-0.07533552991226315, n_comp: -, -, space_sizes: 305122-305122-305244-306830-305000,tot_clusters:0,0,n_clusters: 0,0, with params: {'model_name': 'OCSVM(rbf)', 'train_size': 5000, 'detector_name': 'OCSVM', 'GMM_covariance_type': None, 'GMM_is_init_all': False, 'is_gs': True, 'before_proj': False, 'after_proj': True, 'is_std': False, 'is_std_mean': False, 'is_kjl': False, 'kjl_d': 5, 'is_nystrom': False, 'is_quickshift': False, 'is_meanshift': False, 'random_state': 42, 'n_repeats': 5, 'verbose': 10, 'overwrite': False, 'n_jobs': 0, 'OCSVM_kernel': 'rbf', 'out_dir': 'speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4', 'OCSVM_q': 0.7, 'OCSVM_nu': 0.5}: ,,,,,,,,
MACCDC1|speedup/data/src_dst/iat_size-header_False/MACCDC1/Xy-normal-abnormal.dat, OCSVM(rbf), X_train_shape: (5000-25)|(X_val_shape: (150-25)), X_test_shape: (600-25), iat_size(auc: 0.8556+/-0.0116,train_time: 1.92224+/-0.07092,test_time: 0.08110+/-0.00407), => aucs:0.8586166666666667-0.8571055555555557-0.8707722222222222-0.834961111111111-0.8564722222222224, train_times:1.8326071370393038-1.839479872956872-1.9643720760941505-1.9851060342043638-1.98962477222085, test_times:0.08456495413556694-0.08434844920411706-0.07380610201507806-0.07952868863940239-0.0832438139244914, n_comp: -, -, space_sizes: 65260-65182-65182-65000-65208,tot_clusters:0,0,n_clusters: 0,0, with params: {'model_name': 'OCSVM(rbf)', 'train_size': 5000, 'detector_name': 'OCSVM', 'GMM_covariance_type': None, 'GMM_is_init_all': False, 'is_gs': True, 'before_proj': False, 'after_proj': True, 'is_std': False, 'is_std_mean': False, 'is_kjl': False, 'kjl_d': 5, 'is_nystrom': False, 'is_quickshift': False, 'is_meanshift': False, 'random_state': 42, 'n_repeats': 5, 'verbose': 10, 'overwrite': False, 'n_jobs': 0, 'OCSVM_kernel': 'rbf', 'out_dir': 'speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4', 'OCSVM_q': 0.1, 'OCSVM_nu': 0.5}: ,,,,,,,,
SFRIG1_2020|speedup/data/src_dst/iat_size-header_False/SFRIG1_2020/Xy-normal-abnormal.dat, OCSVM(rbf), X_train_shape: (5000-23)|(X_val_shape: (150-23)), X_test_shape: (600-23), iat_size(auc: 0.9293+/-0.0048,train_time: 1.83420+/-0.06810,test_time: 0.07305+/-0.01225), => aucs:0.9354222222222222-0.9337222222222221-0.9247055555555554-0.9232555555555557-0.9296111111111112, train_times:1.8278606999665499-1.779513644054532-1.8989986944943666-1.9216233547776937-1.7430038154125214, test_times:0.07047364059835673-0.06226947195827961-0.07258379952982068-0.09626333098858594-0.06365909921005368, n_comp: -, -, space_sizes: 60120-60144-60048-60072-60144,tot_clusters:0,0,n_clusters: 0,0, with params: {'model_name': 'OCSVM(rbf)', 'train_size': 5000, 'detector_name': 'OCSVM', 'GMM_covariance_type': None, 'GMM_is_init_all': False, 'is_gs': True, 'before_proj': False, 'after_proj': True, 'is_std': False, 'is_std_mean': False, 'is_kjl': False, 'kjl_d': 5, 'is_nystrom': False, 'is_quickshift': False, 'is_meanshift': False, 'random_state': 42, 'n_repeats': 5, 'verbose': 10, 'overwrite': False, 'n_jobs': 0, 'OCSVM_kernel': 'rbf', 'out_dir': 'speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4', 'OCSVM_q': 0.1, 'OCSVM_nu': 0.5}: ,,,,,,,,
AECHO1_2020|speedup/data/src_dst/iat_size-header_False/AECHO1_2020/Xy-normal-abnormal.dat, OCSVM(rbf), X_train_shape: (5000-51)|(X_val_shape: (150-51)), X_test_shape: (600-51), iat_size(auc: 0.9130+/-0.0014,train_time: 2.35652+/-0.07720,test_time: 0.07942+/-0.00219), => aucs:0.9132666666666666-0.9154277777777781-0.9118277777777777-0.9116166666666666-0.9129833333333333, train_times:2.434886572882533-2.414859302341938-2.216057674959302-2.342325169593096-2.3744532577693462, test_times:0.08026556260883808-0.07508219312876463-0.08051742976531387-0.08103959634900093-0.0802032422274351, n_comp: -, -, space_sizes: 130416-130572-130416-130468-130624,tot_clusters:0,0,n_clusters: 0,0, with params: {'model_name': 'OCSVM(rbf)', 'train_size': 5000, 'detector_name': 'OCSVM', 'GMM_covariance_type': None, 'GMM_is_init_all': False, 'is_gs': True, 'before_proj': False, 'after_proj': True, 'is_std': False, 'is_std_mean': False, 'is_kjl': False, 'kjl_d': 5, 'is_nystrom': False, 'is_quickshift': False, 'is_meanshift': False, 'random_state': 42, 'n_repeats': 5, 'verbose': 10, 'overwrite': False, 'n_jobs': 0, 'OCSVM_kernel': 'rbf', 'out_dir': 'speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4', 'OCSVM_q': 0.1, 'OCSVM_nu': 0.5}: ,,,,,,,,
DWSHR_WSHR_2020|speedup/data/src_dst/iat_size-header_False/DWSHR_WSHR_2020/Xy-normal-abnormal.dat, OCSVM(rbf), X_train_shape: (5000-21)|(X_val_shape: (150-21)), X_test_shape: (600-21), iat_size(auc: 0.7128+/-0.0092,train_time: 1.85901+/-0.05465,test_time: 0.06296+/-0.00277), => aucs:0.6979722222222223-0.7065166666666668-0.7229388888888888-0.7194833333333333-0.717288888888889, train_times:1.8972838390618563-1.8427421022206545-1.7592420596629381-1.9085577577352524-1.8872133530676365, test_times:0.06301767928525806-0.06364301154389977-0.06646808721125126-0.05795045932754874-0.06372228246182203, n_comp: -, -, space_sizes: 55198-55154-55110-55176-55176,tot_clusters:0,0,n_clusters: 0,0, with params: {'model_name': 'OCSVM(rbf)', 'train_size': 5000, 'detector_name': 'OCSVM', 'GMM_covariance_type': None, 'GMM_is_init_all': False, 'is_gs': True, 'before_proj': False, 'after_proj': True, 'is_std': False, 'is_std_mean': False, 'is_kjl': False, 'kjl_d': 5, 'is_nystrom': False, 'is_quickshift': False, 'is_meanshift': False, 'random_state': 42, 'n_repeats': 5, 'verbose': 10, 'overwrite': False, 'n_jobs': 0, 'OCSVM_kernel': 'rbf', 'out_dir': 'speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4', 'OCSVM_q': 0.1, 'OCSVM_nu': 0.5}: ,,,,,,,,
UNB345_3|speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4/src_dst/iat_size-header_False/UNB345_3/before_proj_False-gs_True/KJL-OCSVM(linear)-std_False_center_False-d_5-None/res.dat.csv,KJL-OCSVM(linear),X_train_shape,X_test_shape,iat_size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTU1|speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4/src_dst/iat_size-header_False/CTU1/before_proj_False-gs_True/KJL-OCSVM(linear)-std_False_center_False-d_5-None/res.dat.csv,KJL-OCSVM(linear),X_train_shape,X_test_shape,iat_size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAWI1_2020|speedup/out/kjl_serial_ind_32_threads-cProfile_perf_counter-20times-4/src_dst/iat_size-header_False/MAWI1_2020/before_proj_False-gs_True/KJL-OCSVM(linear)-std_False_center_False-d_5-None/res.dat.csv,KJL-OCSVM(linear),X_train_shape,X_test_shape,iat_size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
